stock_code,company_name,request_item,request_purpose,related_issue,priority,priority_sort,review_area,source_trigger,note,source_type,latest_year
334890,이지스밸류리츠,종합부동산세 고지서 및 과세내역,재산세 외 보유세 세목의 적용 여부와 회사 전체 세부담 범위를 확인,보유세 세목 coverage,높음,1,공통 필수자료,peer_snapshot_estimate,종합부동산세·농어촌특별세 적용 여부와 합산·배제 내역 포함,peer_snapshot_estimate,2026
334890,이지스밸류리츠,자산별 법적 소유자·납세의무자 확인자료,연결실체·법적 소유자·고지서상 납세의무자·실제 현금부담자를 구분,납세의무 및 세부담 귀속,높음,1,공통 필수자료,peer_snapshot_estimate,"등기사항증명서, 신탁계약, SPC 구조도, 고지서 명의 대사",peer_snapshot_estimate,2026
334890,이지스밸류리츠,주요 임대차계약서의 제세공과금 부담 조항,임차인 전가 또는 정산 구조가 리츠의 실제 현금유출에 미치는 영향을 확인,세부담 귀속 및 임차인 전가,중간,2,공통 필수자료,peer_snapshot_estimate,세금·공과금 부담 주체와 관리비 정산 조항 확인,peer_snapshot_estimate,2026
334890,이지스밸류리츠,FFO proxy 산정자료,보유세 현금유출이 배당가능재원에 미치는 영향을 확인하고 공식 FFO와 차이를 대사,FFO proxy 대비 보유세 부담 / FFO proxy 현금유출 스트레스 / 투자부동산 대비 공시가격,높음,1,FFO proxy 스트레스,peer_snapshot_estimate,연환산 여부와 조정항목을 함께 확인,peer_snapshot_estimate,2026
334890,이지스밸류리츠,배당가능이익 산정자료,추가 보유세 부담이 배당 여력에 미치는 영향을 검토,FFO proxy 현금유출 스트레스,중간,2,배당 여력,peer_snapshot_estimate,"이익준비금, 감가상각 조정, 현금 잔액과 연결",peer_snapshot_estimate,2026
334890,이지스밸류리츠,자산별 장부가액 명세,투자부동산 장부금액과 공시가격·과세표준을 대사 / 회사 전체 장부금액을 자산별 투자부동산 장부금액으로 분해,공시가격 / 장부가액 괴리 / 자산별 상세자료 부족 보완,높음,1,장부가액 대사 / 자료 보완,peer_snapshot_estimate,자산 master와 재무제표 금액을 연결 / 자산별 상세자료 부족 보완,peer_snapshot_estimate,2026
334890,이지스밸류리츠,토지대장,"토지면적, 지번, 소유 구조를 확인",자산별 과세자료 정합성,높음,1,공시가격 검증,peer_snapshot_estimate,PNU 또는 소재지 기준으로 대사,peer_snapshot_estimate,2026
334890,이지스밸류리츠,건축물대장,"건축물 용도와 면적, 시가표준액 산정 근거를 확인",과세표준 산정,높음,1,과세표준 검증,peer_snapshot_estimate,건축물 용도별 세율과 감면 여부 확인,peer_snapshot_estimate,2026
334890,이지스밸류리츠,자산별 위치 및 면적 자료,회사 전체 추정값을 자산별 공시가격·과세표준 입력값으로 전환,자산별 상세자료 부족 보완,높음,1,자료 보완,peer_snapshot_estimate,회사 전체 추정 행을 공식 세액처럼 사용하지 않기 위한 보완 요청,peer_snapshot_estimate,2026
334890,이지스밸류리츠,자산별 세부 보유세 산출자료,회사 전체 Snapshot 추정값을 실제 고지세액 및 과세표준과 대사,자산별 상세자료 부족 보완,높음,1,자료 보완,peer_snapshot_estimate,"고지서, 과세표준, 감면, 세부담상한 적용 여부 포함",peer_snapshot_estimate,2026
334890,이지스밸류리츠,임대수익 명세,보유세 부담이 자산별 수익성에 미치는 영향을 분석,보유세 / 영업수익,중간,2,수익성 검토,peer_snapshot_estimate,자산별 NOI가 있으면 우선 요청,peer_snapshot_estimate,2026
